,online_order,book_table,cuisines,approx_cost(for two people),listed_in(type),type,rate
34480,1,0,17,400.0,4,8,3.7
39317,0,0,17,350.0,4,8,3.8
2560,1,0,17,500.0,2,9,3.6
32368,1,0,17,550.0,2,4,3.9
15762,0,0,17,1300.0,5,1,3.8
50020,0,0,10,300.0,4,8,3.2
8138,1,0,14,300.0,4,8,3.2
3529,0,0,18,100.0,4,8,4.2
43885,0,0,17,2200.0,5,1,3.5
40196,1,0,17,500.0,4,10,3.7
30483,1,0,17,550.0,2,8,3.1
48900,1,0,15,450.0,2,8,2.9
36577,0,1,17,2100.0,4,10,4.8
25003,1,0,17,550.0,4,10,3.6
43821,0,0,17,800.0,4,4,3.1
24372,0,0,17,600.0,2,4,3.7
3015,1,1,17,1000.0,2,4,4.4
5228,1,0,12,500.0,2,7,3.9
36725,0,1,17,1100.0,4,4,4.3
15198,1,0,1,300.0,2,10,2.8
18139,1,0,17,700.0,2,10,4.2
12713,1,0,17,700.0,4,4,4.2
6867,1,0,17,600.0,2,9,4.3
6245,1,0,17,500.0,4,3,4.2
48339,0,0,17,1400.0,4,4,3.9
27229,1,0,1,350.0,2,0,3.7
17635,0,0,17,300.0,1,3,2.9
3348,0,0,18,250.0,4,8,4.2
24852,1,0,17,650.0,4,4,3.9
8329,1,0,17,600.0,1,3,4.1
37825,1,0,14,350.0,2,8,3.4
39180,0,0,18,200.0,4,8,4.1
24841,0,0,17,600.0,4,4,3.9
40074,1,0,17,200.0,3,10,3.3
46873,0,0,18,100.0,4,8,3.3
34148,1,0,17,700.0,4,4,3.6
29946,1,1,17,800.0,2,3,4.2
17526,1,1,17,1200.0,0,4,4.1
922,1,0,17,500.0,2,6,4.5
14839,1,0,17,750.0,2,4,4.0
34163,1,0,4,800.0,4,4,3.5
14989,1,1,17,1400.0,2,4,4.2
11273,0,0,14,450.0,4,4,2.3
9069,1,0,7,800.0,2,10,3.8
29827,1,0,17,450.0,2,3,4.4
19467,1,0,17,600.0,1,3,3.6
4684,1,0,14,300.0,4,8,3.8
30456,1,0,17,500.0,2,9,3.6
8356,1,1,17,650.0,1,3,4.2
42146,1,1,17,1200.0,5,10,4.4
49143,1,0,15,400.0,2,4,2.8
17914,1,0,13,150.0,2,10,4.1
41692,0,0,15,550.0,4,4,2.8
6936,1,0,17,600.0,2,6,4.1
50980,1,0,13,500.0,3,10,3.3
38659,0,0,3,600.0,4,3,4.4
4521,1,0,1,400.0,3,0,3.7
17157,1,0,17,500.0,4,8,3.9
45304,0,0,17,2000.0,2,10,4.0
18163,1,0,17,350.0,2,8,3.1
22581,1,0,14,400.0,2,8,3.7
4668,1,0,15,450.0,4,8,4.2
26861,1,0,17,200.0,2,8,3.2
2748,1,0,17,450.0,2,8,3.0
4482,1,0,1,500.0,3,10,3.9
16401,1,0,14,200.0,2,8,3.4
46615,0,0,17,800.0,2,4,3.3
15645,1,0,17,250.0,4,8,4.1
47470,1,0,10,200.0,2,8,3.5
30069,1,1,17,1200.0,2,1,4.3
51117,0,0,20,700.0,4,4,3.9
1961,1,1,17,800.0,4,4,4.0
356,1,0,17,300.0,2,8,3.6
29209,0,1,17,1400.0,5,10,4.2
191,1,0,14,350.0,2,8,4.2
2241,0,0,17,1200.0,4,5,4.5
47111,0,0,17,1000.0,4,1,3.6
49200,1,0,17,300.0,2,8,3.6
20098,1,0,17,400.0,2,3,3.7
2143,0,0,17,400.0,4,8,3.2
46641,1,0,17,200.0,3,7,3.5
9834,0,0,17,350.0,2,8,4.3
26279,1,0,17,350.0,4,8,3.7
30285,0,0,17,600.0,2,6,3.5
29891,1,1,17,2500.0,2,4,4.4
2435,1,0,10,300.0,4,8,3.5
33868,1,0,17,400.0,4,8,4.0
44138,1,1,15,700.0,2,4,3.9
23546,0,0,4,300.0,4,8,3.3
33727,0,0,17,300.0,3,7,3.4
41147,1,0,17,500.0,2,10,3.5
6787,0,1,17,2000.0,1,10,4.2
49177,1,0,20,400.0,2,4,3.6
48309,1,0,15,500.0,4,4,3.7
10624,1,0,17,300.0,4,8,3.4
32497,1,0,17,800.0,2,4,4.0
10587,1,0,14,150.0,4,8,4.1
35656,1,0,17,200.0,2,8,3.0
22834,1,0,15,500.0,2,4,3.7
35817,0,0,7,150.0,2,10,3.8
35824,1,0,17,300.0,2,8,3.4
38622,1,1,17,2100.0,4,4,3.9
15749,1,0,17,400.0,4,8,2.8
9358,0,0,17,550.0,2,4,3.9
42661,1,0,17,1400.0,2,4,3.6
35402,1,1,17,800.0,2,10,4.3
4716,0,0,17,600.0,4,10,3.5
22782,1,1,17,1000.0,2,4,4.0
47944,1,0,17,400.0,2,4,3.6
29020,1,0,17,350.0,4,8,3.8
3524,0,0,2,250.0,4,8,3.9
23308,1,1,17,700.0,4,8,4.0
43733,0,0,17,200.0,4,10,4.1
23465,1,0,17,550.0,4,4,3.6
36227,0,0,17,400.0,2,7,3.8
27941,0,0,17,500.0,2,3,2.9
40192,1,0,17,300.0,4,8,3.8
3819,1,0,17,500.0,2,8,3.8
26064,1,0,17,300.0,4,8,3.7
35158,1,0,17,300.0,2,8,3.0
42168,1,1,17,1600.0,0,4,3.8
11129,1,0,4,600.0,4,4,3.8
3645,0,0,17,250.0,4,8,3.8
39327,0,1,17,1000.0,5,5,4.2
3921,1,1,17,1600.0,2,10,4.9
31578,1,0,6,300.0,4,8,3.7
47341,0,1,17,2200.0,1,3,3.8
4214,1,0,17,250.0,2,8,3.6
29800,1,0,17,400.0,2,8,3.7
28363,1,0,14,500.0,4,8,4.0
49090,1,0,17,900.0,2,3,2.9
31479,1,0,17,450.0,4,8,3.7
32163,0,1,17,800.0,1,3,4.3
44119,1,0,17,500.0,2,10,4.1
33601,1,0,4,300.0,2,6,3.2
45845,1,0,17,200.0,4,3,4.5
4576,1,0,17,400.0,4,3,4.0
27961,0,0,6,500.0,2,8,3.0
30140,1,0,17,750.0,2,4,3.8
16437,1,1,17,1500.0,2,1,3.9
20529,1,0,20,500.0,2,8,3.7
20563,0,0,17,300.0,2,9,3.4
21170,0,0,18,150.0,4,8,4.5
7597,1,0,17,300.0,2,8,3.6
5332,1,0,17,750.0,2,3,4.2
33973,0,0,17,650.0,4,4,3.8
32750,1,0,17,200.0,2,2,3.9
33907,0,0,10,300.0,4,10,3.5
37199,1,0,17,300.0,4,8,3.3
1431,1,0,17,500.0,2,8,3.3
16685,1,0,17,500.0,2,8,3.8
42075,0,0,14,450.0,4,4,2.4
46314,1,0,17,300.0,2,8,3.6
45013,1,0,15,500.0,2,8,4.0
7426,1,1,17,1200.0,2,10,3.8
12187,1,0,17,500.0,2,8,3.6
39550,1,0,14,250.0,2,8,3.9
22992,1,0,17,600.0,3,3,4.2
26707,1,0,14,150.0,2,8,4.1
6395,1,0,1,400.0,4,10,3.5
24593,0,0,17,600.0,3,4,4.1
37205,1,0,17,600.0,4,4,3.5
11268,1,0,4,800.0,4,4,3.5
10224,0,0,17,200.0,3,10,3.7
25393,1,0,5,500.0,2,4,3.8
3032,0,0,17,400.0,2,6,3.8
42137,1,0,17,400.0,4,8,3.0
38169,1,1,17,850.0,2,4,4.0
28535,0,0,17,650.0,4,3,4.1
48578,1,1,17,1700.0,4,4,4.2
23099,1,0,17,400.0,3,3,4.2
49454,0,0,14,400.0,2,9,2.8
31480,1,0,17,300.0,4,8,3.6
39772,1,0,17,450.0,2,8,3.5
5971,0,0,17,400.0,4,8,4.0
9582,0,0,14,400.0,2,8,3.5
19065,1,0,17,250.0,4,10,2.9
24114,1,0,1,400.0,2,0,2.9
46430,1,0,17,250.0,2,9,3.8
30354,1,0,17,700.0,2,4,3.7
31393,0,0,17,1000.0,4,4,3.4
49211,1,0,14,350.0,2,6,3.4
18014,1,1,17,900.0,2,4,4.3
10566,1,0,17,600.0,4,8,3.5
22885,0,0,15,750.0,2,4,2.2
6299,0,0,15,600.0,4,4,3.3
41883,1,0,17,250.0,4,8,3.4
26049,1,0,17,450.0,4,8,3.1
1738,0,0,17,450.0,2,6,3.2
18397,0,0,14,300.0,2,10,3.8
14696,1,0,14,950.0,2,4,4.1
40194,0,0,18,200.0,4,8,3.5
47242,1,1,17,1600.0,0,4,4.3
28913,1,0,7,800.0,4,10,3.8
48865,1,0,17,600.0,1,10,3.9
25735,0,0,17,200.0,2,7,4.3
45366,0,0,17,700.0,2,4,4.1
338,1,0,17,700.0,2,4,3.7
19548,1,0,17,200.0,2,8,4.1
23155,0,1,17,800.0,4,4,4.1
38263,0,0,17,900.0,2,10,4.3
37363,1,0,17,400.0,4,8,3.5
27139,1,0,17,300.0,2,6,3.7
5449,1,0,17,600.0,2,3,3.4
28326,1,1,17,750.0,4,4,4.1
38854,1,0,15,550.0,4,4,2.8
26721,1,0,17,400.0,2,8,3.7
26473,0,0,17,500.0,5,5,3.8
27855,0,0,2,200.0,2,8,3.1
43370,0,1,4,3500.0,4,10,4.3
5068,0,0,17,1000.0,1,10,4.2
39486,1,0,17,250.0,2,8,4.1
43451,0,1,17,2200.0,4,3,3.8
17861,1,0,16,500.0,2,4,3.6
26828,1,0,1,400.0,2,0,4.3
4225,1,0,17,450.0,2,6,3.5
37173,1,0,20,350.0,4,4,3.8
44061,1,0,17,400.0,2,6,3.0
11630,1,0,17,500.0,1,10,4.2
4762,0,0,17,500.0,4,10,3.3
32059,1,1,14,1500.0,6,5,4.4
996,1,0,17,500.0,2,4,3.9
9456,1,1,17,1100.0,2,4,4.1
31428,0,0,17,600.0,4,3,3.2
39295,0,0,17,350.0,4,8,3.3
10589,1,0,17,350.0,4,8,3.7
3087,0,0,1,300.0,2,0,3.8
36929,1,1,17,450.0,4,8,4.3
3583,1,1,17,500.0,4,4,2.8
24159,0,0,17,500.0,2,8,3.9
41113,0,0,15,700.0,2,4,2.9
46075,1,1,17,1100.0,5,5,4.1
6241,1,0,17,300.0,4,10,3.8
6172,0,1,4,3500.0,4,10,4.4
4387,1,1,17,750.0,2,4,3.9
32091,0,0,17,1500.0,6,10,3.8
28617,0,0,17,250.0,4,10,3.5
5812,1,0,8,450.0,3,10,4.4
2726,1,0,17,800.0,2,8,3.7
49568,1,0,17,400.0,3,0,3.6
19015,1,0,17,400.0,4,10,3.2
10366,0,0,17,250.0,3,8,3.5
16669,1,0,17,450.0,2,8,3.6
10286,1,0,17,400.0,3,2,4.1
15299,1,0,17,700.0,2,4,3.6
21867,1,0,20,400.0,2,8,4.0
37709,0,0,15,600.0,0,4,3.3
35798,1,0,1,300.0,2,0,3.8
6365,0,0,17,250.0,4,8,4.0
12307,1,0,17,400.0,2,8,3.3
33627,1,0,17,400.0,2,8,3.9
51167,1,0,17,400.0,4,8,2.8
8063,1,0,17,400.0,4,10,3.6
31795,0,0,14,400.0,4,8,3.1
20608,1,0,17,700.0,2,3,4.1
23981,1,0,17,600.0,2,8,3.4
2274,1,0,17,750.0,4,4,4.0
24161,1,0,17,150.0,2,2,3.8
35181,1,0,17,1200.0,2,5,3.7
7210,0,0,17,1000.0,2,4,3.5
45324,0,0,17,300.0,2,6,3.6
46459,1,0,14,350.0,2,8,3.9
11795,1,0,14,500.0,2,6,3.6
51712,0,0,17,1500.0,6,1,3.6
42593,1,0,17,1000.0,2,4,4.0
13805,0,0,14,150.0,2,8,3.6
26404,0,0,6,400.0,4,8,3.1
48304,1,0,14,300.0,4,8,3.5
35660,1,0,15,300.0,2,8,3.8
22411,1,1,17,700.0,2,4,2.8
37669,0,0,17,1200.0,0,5,3.1
25062,0,0,6,700.0,4,5,3.4
34903,1,0,17,400.0,2,9,3.7
15307,1,0,3,500.0,2,3,3.8
28815,0,0,17,150.0,4,10,3.3
37955,1,0,17,850.0,2,4,3.8
24422,0,0,17,500.0,2,4,3.3
2683,1,1,17,800.0,2,4,4.2
11496,1,0,17,900.0,6,10,3.7
7674,1,0,17,150.0,3,2,3.6
31454,1,0,17,300.0,4,8,4.3
37978,1,0,17,300.0,2,8,2.9
48368,0,0,15,700.0,4,4,3.7
9002,1,0,17,300.0,2,8,3.8
9321,1,0,17,500.0,2,8,3.8
35608,0,0,17,700.0,2,4,2.9
14472,0,0,17,350.0,4,8,2.9
17966,1,0,17,250.0,2,8,3.6
49632,0,1,17,1400.0,4,10,4.5
1911,0,0,17,550.0,3,3,4.1
12337,1,0,17,750.0,2,4,4.2
27426,1,0,17,350.0,2,8,3.3
15637,0,0,17,400.0,4,8,3.8
25366,1,0,17,400.0,2,0,3.1
256,1,0,20,300.0,2,8,3.8
43360,1,0,17,2000.0,4,4,4.3
17920,1,0,17,800.0,2,4,4.1
27895,0,0,17,400.0,2,6,3.1
12684,1,0,17,500.0,4,4,3.9
13999,1,0,13,300.0,3,10,3.6
19884,1,1,17,1600.0,2,10,4.4
1237,1,0,17,350.0,2,8,3.7
19850,1,0,17,200.0,2,8,3.9
30926,1,0,17,550.0,3,10,4.6
43250,0,0,17,800.0,4,4,4.3
11209,0,0,17,500.0,4,10,3.5
36654,0,0,18,300.0,4,8,3.6
44050,1,0,19,400.0,2,8,3.4
4948,1,1,17,1500.0,5,5,4.4
39512,1,0,17,800.0,2,9,3.9
32860,1,0,16,450.0,2,4,3.7
50605,1,0,17,600.0,2,6,3.8
38842,0,0,17,1900.0,4,10,2.9
38275,0,0,17,400.0,2,2,3.8
27583,1,1,17,1300.0,2,4,4.2
20434,1,0,17,200.0,2,8,3.9
26967,1,0,17,700.0,2,4,3.3
42159,1,1,17,1500.0,5,10,3.3
40086,1,0,1,500.0,3,6,3.9
18171,1,0,4,450.0,2,8,3.7
6397,1,0,7,600.0,4,7,3.9
33662,1,0,17,550.0,3,10,4.6
33711,1,0,17,200.0,3,7,3.9
12876,1,0,14,150.0,4,8,3.9
25364,1,0,17,250.0,2,9,3.4
6414,0,0,2,300.0,4,8,3.3
4812,0,0,17,1000.0,4,4,4.3
2061,0,0,17,500.0,4,8,4.1
12556,0,1,17,2500.0,4,10,4.2
49812,0,0,2,150.0,4,8,3.3
10302,1,0,7,400.0,3,7,3.9
19336,1,1,14,1100.0,6,5,4.4
17661,1,0,17,200.0,2,8,3.2
31027,0,0,17,200.0,3,10,3.7
47401,1,0,17,650.0,2,4,4.3
39336,0,1,17,2500.0,5,5,4.5
29251,0,0,17,1000.0,5,1,3.7
6255,1,0,17,600.0,4,3,3.4
32358,1,0,17,400.0,2,8,4.0
291,1,0,17,450.0,2,3,2.6
11233,0,0,17,250.0,4,3,3.5
34135,1,0,17,500.0,4,4,3.6
12401,0,0,17,300.0,3,10,3.6
46992,0,0,17,400.0,4,4,3.6
21875,1,0,17,300.0,2,8,3.2
20498,1,0,17,500.0,2,3,3.8
38874,0,0,17,550.0,4,4,3.1
44120,1,0,0,300.0,2,0,3.6
43526,0,0,17,800.0,4,3,3.6
1231,1,0,17,600.0,2,4,3.6
32137,1,1,17,1000.0,1,3,4.2
24259,1,0,17,400.0,2,8,3.9
27215,1,0,17,500.0,2,8,3.2
10921,1,1,14,600.0,4,4,4.0
13112,1,0,17,500.0,4,3,3.5
48843,1,1,17,1500.0,0,4,4.3
22880,0,0,12,300.0,2,7,3.7
29256,0,0,17,1500.0,5,10,3.8
50551,0,0,17,300.0,2,10,3.4
50932,1,0,17,500.0,3,6,4.4
44105,1,0,18,200.0,2,8,3.9
13043,1,0,17,300.0,4,8,3.5
13540,1,0,17,350.0,2,8,3.7
18500,0,0,17,500.0,3,7,4.1
8380,1,0,17,400.0,1,3,4.2
19611,1,0,6,300.0,2,8,2.9
46221,1,0,17,400.0,2,8,3.8
20172,1,0,17,600.0,2,4,3.9
18072,0,0,15,350.0,2,8,3.7
43749,1,0,17,750.0,4,4,3.7
45038,1,0,17,400.0,2,6,4.3
47738,1,0,17,650.0,2,10,3.7
23173,1,0,17,550.0,4,4,4.0
19522,1,0,14,300.0,2,8,4.0
43662,0,0,17,250.0,4,8,3.6
23684,1,0,15,500.0,4,8,3.7
17470,0,0,17,400.0,4,8,3.3
8039,1,0,17,300.0,4,8,4.1
43872,1,0,17,2000.0,5,1,4.0
44147,1,0,17,400.0,2,4,3.6
8698,1,0,14,250.0,2,8,2.9
26140,0,0,17,600.0,4,4,3.9
29262,0,1,17,1700.0,5,10,4.3
24320,1,0,15,400.0,2,8,3.5
6690,0,0,17,1100.0,6,10,4.3
3633,1,0,17,350.0,4,8,3.7
12584,1,0,17,1600.0,4,4,4.6
6375,1,0,17,500.0,4,8,3.4
25019,1,0,17,600.0,4,4,3.2
44584,0,0,17,200.0,4,8,3.3
51434,1,0,18,200.0,4,8,3.7
12400,0,0,17,450.0,3,3,4.0
34115,1,0,17,700.0,4,3,4.2
20479,1,0,17,200.0,2,2,3.6
37337,0,0,3,500.0,4,3,3.6
12447,1,0,7,100.0,3,7,3.5
47208,1,1,17,1100.0,6,10,4.1
25918,0,0,17,450.0,3,10,3.9
17346,1,0,18,200.0,4,8,3.8
40771,1,0,17,500.0,2,8,3.3
4130,1,0,17,600.0,2,4,3.7
43359,1,0,14,1700.0,4,5,4.0
24134,1,0,17,400.0,2,8,3.1
4074,1,0,8,900.0,2,7,3.7
2618,1,0,17,400.0,2,8,3.9
37954,1,0,9,300.0,2,7,4.1
9366,1,1,17,1000.0,2,4,4.3
6333,0,0,17,1700.0,4,4,3.6
50426,1,0,17,150.0,2,8,3.5
44388,1,0,17,250.0,3,7,3.2
5486,1,1,17,1200.0,2,4,4.3
33722,1,0,17,300.0,3,2,3.5
40408,1,0,17,1000.0,4,4,3.2
11420,0,0,17,200.0,4,10,3.3
11515,1,1,17,1000.0,6,10,4.2
38912,1,0,17,300.0,4,8,3.2
2487,1,0,17,750.0,0,4,4.4
27265,1,0,17,600.0,2,9,3.3
18937,1,0,17,500.0,4,8,4.0
30364,1,0,8,450.0,2,7,4.3
30352,1,0,3,650.0,2,3,3.0
22105,1,0,17,350.0,2,8,3.1
38766,0,0,18,300.0,4,8,4.2
40628,1,0,17,500.0,2,8,3.0
15791,0,0,19,400.0,0,4,3.9
11405,0,0,17,200.0,4,8,3.5
8427,1,0,2,650.0,2,6,4.0
7821,0,0,2,250.0,4,8,3.5
15515,0,0,17,450.0,4,4,3.6
6602,0,1,17,2500.0,5,10,4.2
5843,1,0,17,700.0,3,3,4.1
35378,1,0,10,400.0,2,8,3.6
3809,1,0,15,450.0,2,8,2.9
19912,1,0,17,500.0,2,4,3.8
35725,1,1,17,1000.0,2,4,4.1
41205,1,0,14,300.0,2,8,3.4
48079,0,0,13,100.0,3,10,3.4
64,0,0,0,150.0,2,10,3.7
120,1,0,17,300.0,2,8,4.1
11623,0,0,17,500.0,1,10,4.0
35002,1,0,17,450.0,2,9,2.9
1424,1,0,17,300.0,2,7,3.6
4958,1,1,17,1800.0,6,5,4.5
33482,0,0,10,200.0,2,9,3.8
7695,1,0,1,500.0,3,0,3.4
729,0,0,17,100.0,4,8,3.1
47345,1,0,3,50.0,1,3,3.6
35100,1,0,17,300.0,2,6,3.9
9241,1,0,17,500.0,2,4,3.6
22742,1,0,17,600.0,2,4,3.1
11916,1,0,14,300.0,2,8,3.5
29936,1,1,15,900.0,2,4,3.7
49726,0,0,17,400.0,4,8,3.9
18757,0,1,17,1400.0,4,10,4.0
14706,1,0,17,750.0,2,4,3.3
49806,1,0,15,300.0,4,8,3.6
39477,1,0,17,500.0,2,7,4.0
16410,1,0,17,200.0,2,8,3.7
28330,1,1,17,1700.0,4,4,4.2
25016,0,0,17,300.0,4,8,3.6
27169,1,0,17,1400.0,2,5,3.9
9198,1,1,17,650.0,2,3,4.0
1001,1,0,14,400.0,2,10,3.3
27280,1,0,15,250.0,2,8,3.5
12499,1,0,17,500.0,3,3,4.2
13292,0,0,17,1100.0,6,10,4.2
4423,0,0,0,300.0,2,0,3.6
41252,0,0,17,1000.0,2,3,3.5
25339,1,0,17,600.0,2,8,3.2
5493,1,0,17,650.0,2,3,3.8
23738,0,0,17,450.0,4,4,3.7
41884,0,0,18,150.0,4,8,3.7
29137,0,0,20,500.0,4,8,3.4
25753,0,0,17,400.0,2,10,3.4
7708,1,0,17,350.0,3,7,4.0
39834,1,0,17,650.0,2,4,4.0
24457,0,0,17,300.0,2,10,4.2
17617,0,0,17,600.0,1,3,3.4
39804,1,0,17,200.0,2,8,3.6
40201,1,0,17,400.0,4,8,3.2
32118,0,1,17,1100.0,0,4,4.3
35163,1,0,17,300.0,2,8,3.6
28610,0,0,11,1600.0,4,10,3.5
23297,1,0,17,700.0,4,3,3.7
37189,1,0,17,1000.0,4,4,3.8
32991,1,0,14,650.0,2,4,4.0
10916,1,1,17,1500.0,4,4,4.4
32347,1,0,17,200.0,2,2,3.7
5559,1,0,17,300.0,2,8,3.1
15136,0,0,17,500.0,2,9,3.4
34060,1,1,17,1500.0,4,5,4.0
22536,1,0,18,300.0,2,8,3.5
44692,0,0,14,300.0,4,8,2.9
26956,0,0,17,800.0,2,3,4.4
46179,1,0,17,500.0,2,7,4.0
33488,0,0,17,650.0,2,8,3.6
35502,1,0,17,500.0,2,6,3.8
34475,1,0,17,250.0,4,8,3.2
46261,1,0,17,300.0,2,8,3.6
14729,1,0,17,900.0,2,4,3.7
15435,1,0,17,750.0,4,4,3.3
14513,0,0,17,150.0,4,8,3.4
14985,1,0,17,400.0,2,8,3.6
40578,1,0,17,300.0,2,8,4.5
8525,1,0,15,400.0,2,8,3.9
12443,1,0,7,300.0,3,7,3.5
31204,1,0,17,500.0,4,8,3.9
16215,1,0,17,200.0,2,8,3.2
39922,0,0,15,750.0,2,4,3.8
5234,1,0,17,300.0,2,8,4.2
41611,1,0,17,500.0,4,4,3.0
8963,1,0,12,250.0,2,7,3.7
22511,0,0,1,350.0,2,0,3.9
50411,1,0,14,300.0,2,8,3.2
48483,0,0,2,300.0,4,8,3.3
3297,1,0,14,500.0,4,4,3.8
37447,0,0,15,200.0,4,8,3.5
11192,1,0,2,100.0,4,8,3.4
25440,1,0,17,500.0,2,4,2.7
14704,1,0,13,200.0,2,10,4.1
26304,1,0,2,300.0,4,8,3.8
49053,1,0,17,500.0,2,6,3.5
48027,0,0,17,200.0,3,7,4.2
49697,1,0,15,550.0,4,4,3.1
46363,1,0,17,1000.0,2,4,3.2
12391,0,0,17,500.0,3,10,4.0
28600,0,0,17,1000.0,4,1,3.7
417,1,0,17,400.0,2,8,3.0
1855,0,0,8,250.0,3,10,3.4
889,0,0,17,900.0,1,3,3.6
6103,0,1,17,1500.0,4,4,4.5
37747,0,0,17,450.0,1,10,4.0
43948,0,1,17,1800.0,6,5,4.4
28993,1,0,16,550.0,4,4,3.9
14510,0,0,17,300.0,4,8,3.3
15357,0,0,13,150.0,3,10,3.4
1115,1,0,17,600.0,2,8,3.7
16811,1,0,17,850.0,2,4,3.7
32459,1,0,17,500.0,2,3,4.4
48236,1,1,17,750.0,4,3,4.3
8222,0,0,15,350.0,4,8,3.8
2316,0,0,17,1000.0,4,4,2.7
34063,1,0,17,500.0,4,4,3.8
21262,0,0,17,500.0,4,10,3.1
16452,1,0,17,300.0,2,8,3.1
44844,1,0,17,600.0,2,4,3.3
16327,0,0,17,450.0,2,4,2.9
42382,1,1,17,1300.0,2,10,4.5
31959,0,0,17,300.0,4,8,3.1
10883,1,1,17,1300.0,4,4,4.2
37894,1,0,13,400.0,2,10,3.9
36096,0,0,17,300.0,2,10,3.7
22988,0,1,17,900.0,3,4,3.9
48421,0,0,17,1700.0,4,4,3.8
15419,1,0,17,600.0,4,4,3.6
48482,0,0,14,200.0,4,8,3.3
32823,1,0,4,1000.0,2,4,3.9
44205,1,0,10,200.0,2,8,3.4
10092,0,0,16,400.0,2,8,3.4
23329,1,0,17,300.0,4,8,3.9
919,1,0,17,700.0,1,3,3.7
1670,1,0,17,400.0,2,10,2.9
37799,0,0,17,1000.0,1,10,4.2
34219,0,0,17,200.0,4,10,3.9
49323,1,1,17,1500.0,2,4,3.7
48021,0,0,17,250.0,3,0,3.3
3988,1,0,17,400.0,2,8,3.0
44025,1,0,17,250.0,2,8,3.8
18908,1,0,17,700.0,4,10,4.0
8759,1,0,17,500.0,2,8,3.3
11481,0,0,11,1500.0,5,1,3.8
51265,0,0,18,200.0,4,10,3.3
45835,1,1,17,800.0,4,4,4.1
21544,0,0,14,450.0,4,4,2.3
20276,1,0,17,1000.0,2,4,3.8
29512,1,0,17,450.0,2,6,3.4
6200,0,1,17,1500.0,4,10,3.9
20812,1,0,2,300.0,2,8,3.2
18712,0,1,17,1200.0,4,4,4.2
15458,0,0,17,400.0,4,8,3.9
48923,1,0,17,600.0,2,9,4.1
340,1,0,20,200.0,2,8,3.1
34549,1,0,15,300.0,4,8,3.5
36141,0,0,14,550.0,2,8,2.4
20155,1,0,17,500.0,2,4,3.6
19472,1,0,17,400.0,1,3,3.7
3881,1,1,14,800.0,2,4,3.7
1403,1,0,17,500.0,2,3,3.6
24660,0,0,0,350.0,3,0,3.4
2114,1,0,17,500.0,4,8,3.9
41403,1,1,4,1700.0,2,4,4.7
4653,0,0,17,100.0,4,10,3.4
45510,1,0,17,700.0,3,10,3.8
4367,0,0,9,350.0,2,7,3.8
45330,0,0,17,400.0,2,10,3.4
27319,1,0,17,600.0,2,4,3.9
39338,1,1,17,1200.0,5,5,4.4
5216,1,0,18,200.0,2,8,3.9
34703,1,1,17,1200.0,5,10,4.1
28585,1,0,17,500.0,4,3,3.8
40270,0,0,17,3000.0,4,10,4.1
12,1,1,17,500.0,1,3,4.2
3577,0,0,17,200.0,4,8,3.0
19563,1,0,18,200.0,2,8,4.0
44526,0,0,17,300.0,4,10,4.2
44326,0,0,0,200.0,2,0,4.0
47806,0,0,17,600.0,2,4,3.9
51154,0,0,3,350.0,4,3,3.9
10272,1,0,1,500.0,3,7,4.3
21999,1,0,17,400.0,2,3,4.2
10851,1,0,19,200.0,4,8,3.5
13497,1,0,17,600.0,2,6,4.1
28439,0,0,17,1200.0,4,4,4.5
13210,0,1,17,1500.0,5,10,4.4
31492,1,0,17,350.0,4,8,3.5
26324,0,0,4,100.0,4,8,3.4
540,0,0,1,250.0,3,0,3.6
5612,1,0,17,600.0,2,4,3.1
34742,1,0,17,750.0,0,4,4.1
46147,1,1,4,1700.0,0,4,4.5
27344,1,0,17,150.0,2,2,3.4
43,1,0,17,800.0,2,8,3.9
47321,0,0,17,550.0,1,3,3.7
26210,1,0,17,600.0,4,4,2.9
20181,1,0,17,300.0,2,8,3.0
42152,0,0,17,1200.0,5,1,2.9
28364,1,0,17,400.0,4,8,3.9
4474,1,0,17,500.0,3,4,3.9
29415,1,0,17,200.0,2,8,3.6
27048,1,0,17,300.0,2,6,4.0
40238,0,0,17,800.0,4,10,3.1
5335,1,1,17,800.0,2,3,4.1
18242,0,0,17,400.0,2,6,3.2
19352,1,0,15,750.0,6,5,3.8
1596,0,0,14,400.0,2,8,3.2
49591,1,0,1,500.0,3,0,3.9
8458,1,0,2,700.0,2,8,3.9
18381,0,0,17,400.0,2,8,3.7
35014,1,0,18,150.0,2,8,4.3
27376,1,0,17,450.0,2,3,3.7
36477,1,0,7,300.0,3,7,3.9
45407,0,0,17,500.0,2,8,3.0
10528,0,0,15,200.0,4,8,3.4
50042,0,0,15,400.0,4,4,2.6
8314,1,0,17,200.0,1,2,3.3
28903,0,0,17,400.0,4,8,2.8
14830,1,0,17,650.0,2,8,4.3
30653,0,0,7,300.0,2,7,4.0
14585,0,1,17,1500.0,6,1,4.1
41146,1,0,17,300.0,2,8,3.3
12170,0,0,3,600.0,2,3,3.2
43435,0,0,17,800.0,4,4,3.9
24714,0,1,17,1300.0,4,1,4.0
17213,0,0,14,250.0,4,8,3.8
18702,0,1,17,800.0,4,5,4.2
15512,1,0,15,550.0,4,4,3.7
62,1,0,4,150.0,2,8,3.8
41395,1,0,17,250.0,2,8,4.5
30559,0,0,17,500.0,2,10,3.8
4120,1,0,17,800.0,2,4,4.1
